Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,Eddie House,PG,30,BOS,14,0,232,40,77,0.519,18,37,0.486,22,40,0.55,0.636,10,11,0.909,2,18,20,13,11,0,6,26,108
2009,Dwight Howard,C,23,ORL,23,23,903,161,268,0.601,0,2,0,161,266,0.605,0.601,145,228,0.636,99,254,353,43,20,60,67,102,467
2009,Josh Howard,SF,28,DAL,10,10,295,56,128,0.438,8,32,0.25,48,96,0.5,0.469,38,49,0.776,10,41,51,13,9,4,21,24,158
2009,Lindsey Hunter,PG,38,CHI,6,0,24,1,3,0.333,1,3,0.333,0,0,0,0.5,3,4,0.75,0,5,5,5,2,0,0,3,6
2009,Othello Hunter,PF,22,ATL,4,0,14,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,3,3,6,0,1,1,0,1,4
2009,Andre Iguodala,SF,25,PHI,6,6,269,44,98,0.449,11,28,0.393,33,70,0.471,0.505,30,46,0.652,6,32,38,40,11,0,24,9,129
2009,Zydrunas Ilgauskas,C,33,CLE,14,14,407,62,138,0.449,2,13,0.154,60,125,0.48,0.457,21,33,0.636,27,82,109,17,5,13,9,47,147
2009,Didier Ilunga-Mbenga,C,28,LAL,7,0,16,1,6,0.167,0,0,0,1,6,0.167,0.167,0,0,0,0,3,3,0,0,2,2,0,2
2009,Royal Ivey,SG,27,PHI,6,0,45,3,11,0.273,2,7,0.286,1,4,0.25,0.364,3,4,0.75,1,3,4,0,3,0,0,6,11
2009,Darnell Jackson,PF,23,CLE,5,0,25,1,5,0.2,0,0,0,1,5,0.2,0.2,0,2,0,0,5,5,1,0,0,1,5,2
2009,LeBron James,SF,24,CLE,14,14,580,159,312,0.51,27,81,0.333,132,231,0.571,0.553,149,199,0.749,19,109,128,102,23,12,38,30,494
2009,Amir Johnson,PF,21,DET,3,0,13,1,1,1,0,0,0,1,1,1,1,0,0,0,1,2,3,0,0,1,0,3,2
2009,Anthony Johnson,PG,34,ORL,19,1,280,32,85,0.376,9,30,0.3,23,55,0.418,0.429,9,18,0.5,7,19,26,39,11,0,12,28,82
2009,Joe Johnson,SG,27,ATL,11,11,429,70,168,0.417,12,35,0.343,58,133,0.436,0.452,28,45,0.622,17,32,49,39,14,0,32,24,180
2009,Linton Johnson,PF,28,CHI,3,0,10,1,2,0.5,0,0,0,1,2,0.5,0.5,2,2,1,2,2,4,1,0,0,0,1,4
2009,Dahntay Jones,SG,28,DEN,16,16,280,38,79,0.481,3,12,0.25,35,67,0.522,0.5,33,43,0.767,16,22,38,10,13,5,13,41,112
2009,James Jones,SF,28,MIA,7,7,235,17,32,0.531,11,22,0.5,6,10,0.6,0.703,22,24,0.917,2,14,16,5,3,1,4,19,67
2009,Solomon Jones,C,24,ATL,9,1,77,6,12,0.5,0,0,0,6,12,0.5,0.5,2,2,1,9,7,16,2,1,0,1,9,14
2009,Jason Kidd*,PG,35,DAL,10,10,386,38,83,0.458,21,47,0.447,17,36,0.472,0.584,17,20,0.85,7,51,58,59,22,3,20,24,114
2009,Tarence Kinsey,SG,24,CLE,9,0,11,1,3,0.333,0,0,0,1,3,0.333,0.333,2,2,1,1,1,2,0,1,0,1,2,4
2009,Andrei Kirilenko,PF,27,UTA,5,3,136,22,47,0.468,1,5,0.2,21,42,0.5,0.479,10,14,0.714,7,7,14,10,11,3,5,6,55
2009,Linas Kleiza,SF,24,DEN,14,0,210,31,66,0.47,17,40,0.425,14,26,0.538,0.598,18,24,0.75,8,37,45,7,5,1,2,17,97
2009,Brevin Knight,PG,33,UTA,5,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,3,4,0
2009,Kyle Korver,SF,27,UTA,5,2,136,18,46,0.391,12,26,0.462,6,20,0.3,0.522,5,7,0.714,2,9,11,13,3,1,2,9,53
2009,Carl Landry,PF,25,HOU,13,0,240,39,70,0.557,0,2,0,39,68,0.574,0.557,19,33,0.576,16,35,51,3,4,5,14,27,97
2009,Acie Law,PG,24,ATL,6,0,28,3,9,0.333,1,3,0.333,2,6,0.333,0.389,1,1,1,1,1,2,6,0,0,1,3,8
2009,Courtney Lee,SG,23,ORL,21,16,550,67,154,0.435,12,44,0.273,55,110,0.5,0.474,23,26,0.885,6,33,39,27,19,3,20,42,169
2009,Rashard Lewis,PF,29,ORL,24,24,986,156,348,0.448,52,132,0.394,104,216,0.481,0.523,91,116,0.784,29,124,153,70,25,13,50,50,455
2009,Kyle Lowry,PG,22,HOU,13,0,254,21,63,0.333,4,16,0.25,17,47,0.362,0.365,23,31,0.742,8,30,38,32,12,1,17,23,69
2009,Tyronn Lue,PG,31,ORL,1,0,4,2,2,1,1,1,1,1,1,1,1.25,0,0,0,0,0,0,0,0,0,0,0,5
2009,Jamaal Magloire,C,30,MIA,6,0,47,1,3,0.333,0,0,0,1,3,0.333,0.333,0,0,0,5,6,11,1,0,0,3,9,2
2009,Stephon Marbury,PG,31,BOS,14,0,166,20,66,0.303,3,12,0.25,17,54,0.315,0.326,9,9,1,2,11,13,25,1,0,10,15,52
2009,Sean Marks,C,33,NOH,5,0,80,6,13,0.462,0,1,0,6,12,0.5,0.462,4,5,0.8,10,10,20,0,3,2,2,9,16
2009,Donyell Marshall,PF,35,PHI,6,0,50,6,16,0.375,4,11,0.364,2,5,0.4,0.5,0,0,0,0,7,7,0,1,1,2,9,16
2009,Kenyon Martin,PF,31,DEN,16,16,538,75,151,0.497,1,5,0.2,74,146,0.507,0.5,23,35,0.657,24,70,94,34,18,14,26,60,174
2009,Roger Mason,SG,28,SAS,5,3,108,12,32,0.375,7,19,0.368,5,13,0.385,0.484,2,3,0.667,0,8,8,9,1,0,4,10,33
2009,Jason Maxiell,C,25,DET,4,0,64,5,10,0.5,0,0,0,5,10,0.5,0.5,5,9,0.556,7,6,13,2,1,1,1,5,15
2009,Antonio McDyess,PF,34,DET,4,4,136,23,44,0.523,0,0,0,23,44,0.523,0.523,6,6,1,6,28,34,2,2,3,5,17,52
2009,C.J. Miles,SG,21,UTA,5,0,58,6,20,0.3,2,8,0.25,4,12,0.333,0.35,3,4,0.75,2,5,7,1,2,1,3,8,17
2009,Andre Miller,PG,32,PHI,6,6,258,48,101,0.475,3,10,0.3,45,91,0.495,0.49,28,34,0.824,9,29,38,32,7,1,19,17,127
2009,Brad Miller,C,32,CHI,7,0,186,24,51,0.471,5,7,0.714,19,44,0.432,0.52,19,24,0.792,11,44,55,9,2,6,21,25,72
2009,Paul Millsap,PF,23,UTA,5,0,155,25,49,0.51,0,0,0,25,49,0.51,0.51,9,18,0.5,20,20,40,8,4,5,6,17,59
2009,Yao Ming*,C,28,HOU,9,9,323,54,99,0.545,0,0,0,54,99,0.545,0.545,46,51,0.902,19,79,98,9,4,11,17,27,154
2009,Jamario Moon,SF,28,MIA,3,0,40,5,5,1,2,2,1,3,3,1,1.2,0,2,0,3,6,9,1,1,1,2,5,12
2009,Mikki Moore,C,33,BOS,10,0,66,5,10,0.5,0,0,0,5,10,0.5,0.5,5,6,0.833,6,9,15,4,2,5,1,11,15
2009,Randolph Morris,C,23,ATL,3,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,1,2,0
2009,Ronald Murray,SG,29,ATL,11,0,341,42,123,0.341,14,50,0.28,28,73,0.384,0.398,32,37,0.865,6,24,30,28,12,3,14,17,130
2009,Dikembe Mutombo*,C,42,HOU,2,0,20,0,0,,0,0,0,0,0,0,,0,2,0,1,8,9,0,1,2,0,5,0
2009,Jameer Nelson,PG,26,ORL,5,0,90,8,23,0.348,1,6,0.167,7,17,0.412,0.37,2,4,0.5,1,6,7,14,1,0,7,3,19
2009,Joakim Noah,C,23,CHI,7,7,271,26,51,0.51,0,0,0,26,51,0.51,0.51,19,25,0.76,28,64,92,16,6,15,8,31,71
2009,Dirk Nowitzki,PF,30,DAL,10,10,394,88,170,0.518,6,21,0.286,82,149,0.55,0.535,86,93,0.925,12,89,101,31,9,8,23,21,268
2009,Jermaine O'Neal,C,30,MIA,6,5,162,28,51,0.549,0,0,0,28,51,0.549,0.549,24,32,0.75,7,20,27,9,3,9,10,18,80
2009,Fabricio Oberto,C,33,SAS,2,0,22,4,6,0.667,0,0,0,4,6,0.667,0.667,4,4,1,2,2,4,0,2,0,2,2,12
2009,Greg Oden,C,21,POR,6,0,96,11,21,0.524,0,0,0,11,21,0.524,0.524,8,12,0.667,11,15,26,0,2,5,8,27,30
2009,Lamar Odom,PF,29,LAL,23,5,735,108,206,0.524,18,35,0.514,90,171,0.526,0.568,49,80,0.613,64,146,210,42,16,31,39,75,283
2009,Mehmet Okur,C,29,UTA,2,2,43,2,12,0.167,1,3,0.333,1,9,0.111,0.208,3,4,0.75,2,8,10,4,0,1,2,6,8
2009,Travis Outlaw,SF,24,POR,6,0,170,21,66,0.318,4,16,0.25,17,50,0.34,0.348,8,12,0.667,2,16,18,3,5,4,5,10,54
2009,Zaza Pachulia,C,24,ATL,11,1,260,22,53,0.415,0,0,0,22,53,0.415,0.415,32,42,0.762,28,48,76,3,5,3,14,40,76
2009,Tony Parker,PG,26,SAS,5,5,181,59,108,0.546,3,14,0.214,56,94,0.596,0.56,22,31,0.71,1,20,21,34,6,1,21,13,143
2009,Chris Paul,PG,23,NOH,5,5,201,30,73,0.411,5,16,0.313,25,57,0.439,0.445,18,21,0.857,4,18,22,52,8,0,24,8,83
2009,Sasha Pavlovic,SF,25,CLE,11,0,91,10,20,0.5,2,8,0.25,8,12,0.667,0.55,1,3,0.333,1,14,15,4,4,0,3,9,23
2009,Kendrick Perkins,C,24,BOS,14,14,512,73,127,0.575,0,1,0,73,126,0.579,0.575,20,30,0.667,51,111,162,20,6,37,33,51,166
2009,Morris Peterson,SG,31,NOH,2,0,21,1,5,0.2,1,3,0.333,0,2,0,0.3,3,4,0.75,1,2,3,1,1,0,0,3,6
2009,Johan Petro,C,23,DEN,10,0,26,2,9,0.222,0,0,0,2,9,0.222,0.222,5,8,0.625,2,4,6,1,0,1,1,4,9
2009,Paul Pierce,SF,31,BOS,14,14,556,95,221,0.43,19,57,0.333,76,164,0.463,0.473,85,101,0.842,4,77,81,43,15,5,33,44,294
2009,Mickael Pietrus,SG,26,ORL,24,0,618,84,174,0.483,37,96,0.385,47,78,0.603,0.589,47,65,0.723,19,43,62,14,18,13,22,77,252
2009,James Posey,SG,32,NOH,5,0,123,15,40,0.375,5,19,0.263,10,21,0.476,0.438,22,26,0.846,5,26,31,3,3,0,10,12,57
2009,Leon Powe,PF,25,BOS,2,0,24,3,7,0.429,0,0,0,3,7,0.429,0.429,4,6,0.667,1,8,9,0,0,0,1,3,10
2009,Josh Powell,PF,26,LAL,14,0,73,11,26,0.423,1,1,1,10,25,0.4,0.442,6,6,1,7,10,17,4,0,1,4,8,29
2009,Ronnie Price,PG,25,UTA,2,0,16,3,10,0.3,0,3,0,3,7,0.429,0.3,2,2,1,3,0,3,5,1,0,0,4,8
2009,Tayshaun Prince,SF,28,DET,4,4,129,7,27,0.259,1,5,0.2,6,22,0.273,0.278,0,0,0,1,13,14,5,1,0,5,4,15
2009,Gabe Pruitt,SG,22,BOS,4,0,11,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,0
2009,Joel Przybilla,C,29,POR,6,6,162,10,18,0.556,0,0,0,10,18,0.556,0.556,3,6,0.5,19,25,44,8,4,12,3,21,23
2009,Chris Quinn,PG,25,MIA,5,0,24,3,7,0.429,0,1,0,3,6,0.5,0.429,2,2,1,0,1,1,5,2,0,2,1,8
2009,Theo Ratliff,C,35,PHI,6,0,94,9,11,0.818,0,0,0,9,11,0.818,0.818,2,4,0.5,6,17,23,0,1,4,4,24,20
2009,J.J. Redick,SG,24,ORL,16,8,327,31,83,0.373,21,52,0.404,10,31,0.323,0.5,13,14,0.929,2,17,19,31,8,1,7,26,96
2009,Jeremy Richardson,SF,24,ORL,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,Anthony Roberson,PG,25,CHI,1,0,4,3,4,0.75,2,2,1,1,2,0.5,1,0,0,0,1,0,1,0,2,0,1,0,8
2009,Sergio Rodriguez,PG,22,POR,5,0,27,2,6,0.333,0,0,0,2,6,0.333,0.333,0,0,0,1,2,3,7,0,1,2,5,4
2009,Rajon Rondo,PG,22,BOS,14,14,577,93,223,0.417,6,24,0.25,87,199,0.437,0.43,44,67,0.657,32,104,136,137,35,3,38,47,236
2009,Derrick Rose,PG,20,CHI,7,7,313,59,120,0.492,0,4,0,59,116,0.509,0.492,20,25,0.8,12,32,44,45,4,5,35,25,138
2009,Brandon Roy,SG,24,POR,6,6,238,56,122,0.459,8,17,0.471,48,105,0.457,0.492,40,46,0.87,6,23,29,17,8,7,13,15,160
2009,Michael Ruffin,PF,32,POR,1,0,5,0,1,0,0,0,0,0,1,0,0,1,2,0.5,3,2,5,0,0,0,1,1,1
2009,John Salmons,SF,29,CHI,7,7,313,43,107,0.402,12,38,0.316,31,69,0.449,0.458,29,34,0.853,6,25,31,16,9,7,12,20,127
2009,Brian Scalabrine,C,30,BOS,12,0,246,22,52,0.423,13,29,0.448,9,23,0.391,0.548,4,4,1,7,19,26,12,2,5,5,43,61
2009,Luis Scola,PF,28,HOU,13,13,424,77,156,0.494,0,0,0,77,156,0.494,0.494,33,49,0.673,28,81,109,23,7,3,22,45,187
2009,James Singleton,PF,27,DAL,9,0,42,5,10,0.5,2,5,0.4,3,5,0.6,0.6,0,2,0,2,4,6,0,0,1,2,8,12
2009,J.R. Smith,SG,23,DEN,16,0,435,88,194,0.454,38,106,0.358,50,88,0.568,0.552,25,46,0.543,11,42,53,45,17,4,26,51,239
2009,Joe Smith,C,33,CLE,13,0,218,23,50,0.46,3,5,0.6,20,45,0.444,0.49,23,29,0.793,10,38,48,3,6,7,7,25,72
2009,Josh Smith,PF,23,ATL,11,11,410,67,159,0.421,2,15,0.133,65,144,0.451,0.428,52,71,0.732,24,58,82,24,12,17,21,36,188
2009,Marreese Speights,C,21,PHI,3,0,29,3,7,0.429,0,0,0,3,7,0.429,0.429,3,4,0.75,3,3,6,0,0,0,0,5,9
2009,Peja Stojakovic,SF,31,NOH,5,5,162,18,49,0.367,8,26,0.308,10,23,0.435,0.449,12,13,0.923,4,10,14,2,4,1,6,17,56
2009,Rodney Stuckey,PG,22,DET,4,4,128,24,61,0.393,0,8,0,24,53,0.453,0.393,12,14,0.857,2,7,9,21,0,0,6,9,60
2009,Wally Szczerbiak,SF,31,CLE,12,0,154,16,36,0.444,2,12,0.167,14,24,0.583,0.472,9,11,0.818,8,20,28,7,2,1,9,19,43
2009,Jason Terry,SG,31,DAL,10,1,325,49,126,0.389,22,59,0.373,27,67,0.403,0.476,23,30,0.767,6,22,28,19,6,3,16,18,143
2009,Kurt Thomas,PF,36,SAS,5,0,80,5,11,0.455,0,0,0,5,11,0.455,0.455,3,4,0.75,4,19,23,2,1,2,4,13,13
2009,Tim Thomas,PF,31,CHI,2,0,15,3,10,0.3,1,4,0.25,2,6,0.333,0.35,0,0,0,0,3,3,0,0,0,1,4,7
2009,Tyrus Thomas,PF,22,CHI,7,7,195,28,64,0.438,0,1,0,28,63,0.444,0.438,11,14,0.786,8,36,44,6,7,20,11,23,67
2009,Hedo Turkoglu,SF,29,ORL,24,24,934,126,295,0.427,32,83,0.386,94,212,0.443,0.481,94,115,0.817,9,100,109,116,18,4,64,80,378
2009,Ime Udoka,SF,31,SAS,5,0,104,7,20,0.35,1,8,0.125,6,12,0.5,0.375,2,5,0.4,8,15,23,4,4,1,2,14,17
2009,Anderson Varejao,PF,26,CLE,14,14,420,41,82,0.5,0,0,0,41,82,0.5,0.5,15,22,0.682,41,49,90,8,18,16,15,49,97
2009,Jacque Vaughn,PG,33,SAS,2,0,21,2,5,0.4,0,0,0,2,5,0.4,0.4,3,6,0.5,0,0,0,4,1,0,0,0,7
2009,Sasha Vujacic,SG,24,LAL,23,0,250,24,91,0.264,16,51,0.314,8,40,0.2,0.352,5,6,0.833,7,25,32,12,10,4,10,34,69
2009,Dwyane Wade,SG,27,MIA,7,7,285,68,155,0.439,18,50,0.36,50,105,0.476,0.497,50,58,0.862,4,31,35,37,6,11,25,20,204
2009,Von Wafer,SG,23,HOU,13,0,181,39,92,0.424,9,22,0.409,30,70,0.429,0.473,19,22,0.864,0,12,12,9,2,1,11,11,106
2009,Henry Walker,SF,21,BOS,4,0,10,0,2,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,2,0,2,2,2
2009,Ben Wallace,PF,34,CLE,14,0,176,8,13,0.615,0,0,0,8,13,0.615,0.615,0,6,0,18,20,38,4,4,4,3,13,16
2009,Rasheed Wallace,C,34,DET,4,4,122,11,30,0.367,4,8,0.5,7,22,0.318,0.433,0,0,0,2,23,25,3,2,1,3,12,26
2009,Luke Walton,SF,28,LAL,21,0,332,32,75,0.427,5,16,0.313,27,59,0.458,0.46,11,18,0.611,16,36,52,45,14,3,20,41,80
2009,David West,PF,28,NOH,5,5,178,32,80,0.4,0,0,0,32,80,0.4,0.4,26,29,0.897,5,32,37,6,5,2,14,19,90
2009,Delonte West,SG,25,CLE,14,14,591,73,157,0.465,12,36,0.333,61,121,0.504,0.503,35,42,0.833,6,43,49,58,19,7,34,28,193
2009,Mario West,SG,24,ATL,11,0,46,2,10,0.2,0,1,0,2,9,0.222,0.2,1,4,0.25,0,5,5,2,2,0,1,2,5
2009,James White,SF,26,HOU,5,0,12,3,9,0.333,1,2,0.5,2,7,0.286,0.389,0,0,0,1,0,1,0,0,0,1,0,7
2009,Deron Williams,PG,24,UTA,5,5,211,29,70,0.414,9,25,0.36,20,45,0.444,0.479,34,41,0.829,4,15,19,54,9,2,21,17,101
2009,Lou Williams,SG,22,PHI,6,0,149,21,51,0.412,6,16,0.375,15,35,0.429,0.471,10,15,0.667,2,13,15,17,3,1,12,10,58
2009,Marvin Williams,SF,22,ATL,6,3,97,10,29,0.345,1,6,0.167,9,23,0.391,0.362,9,13,0.692,3,6,9,6,5,2,6,8,30
2009,Mo Williams,PG,26,CLE,14,14,541,80,196,0.408,35,94,0.372,45,102,0.441,0.497,33,43,0.767,9,36,45,58,10,1,30,43,228
2009,Metta World Peace,SF,29,HOU,13,13,488,80,203,0.394,23,83,0.277,57,120,0.475,0.451,20,28,0.714,12,44,56,54,14,3,32,27,203
2009,Antoine Wright,SF,24,DAL,10,5,167,21,43,0.488,8,21,0.381,13,22,0.591,0.581,9,11,0.818,5,8,13,10,3,2,4,30,59
2009,Dorell Wright,SF,23,MIA,1,0,3,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2009,Julian Wright,SF,21,NOH,4,0,32,3,7,0.429,0,0,0,3,7,0.429,0.429,2,4,0.5,0,6,6,2,0,1,1,6,8
2009,Thaddeus Young,PF,20,PHI,6,6,229,31,70,0.443,5,12,0.417,26,58,0.448,0.479,5,6,0.833,9,18,27,8,6,1,8,17,72
2010,Arron Afflalo,SG,24,DEN,6,6,120,20,32,0.625,6,14,0.429,14,18,0.778,0.719,9,11,0.818,1,11,12,7,1,2,4,21,55
2010,LaMarcus Aldridge,PF,24,POR,6,6,229,40,93,0.43,1,2,0.5,39,91,0.429,0.435,33,44,0.75,10,26,36,13,7,11,11,16,114
2010,Malik Allen,PF,31,DEN,4,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,3,0,1,0,0,2,0
2010,Ray Allen*,SG,34,BOS,24,24,925,131,304,0.431,56,145,0.386,75,159,0.472,0.523,69,80,0.863,12,68,80,63,22,3,36,74,387
2010,Tony Allen,SG,28,BOS,24,0,391,47,98,0.48,0,5,0,47,93,0.505,0.48,28,36,0.778,13,28,41,17,25,14,23,58,122
2010,Lou Amundson,PF,27,PHO,16,0,194,19,36,0.528,0,0,0,19,36,0.528,0.528,9,21,0.429,30,26,56,1,6,7,6,31,47
2010,Chris Andersen,PF,31,DEN,6,0,116,9,17,0.529,0,0,0,9,17,0.529,0.529,9,14,0.643,7,20,27,1,1,6,4,14,27
2010,Ryan Anderson,PF,21,ORL,9,0,89,9,29,0.31,4,14,0.286,5,15,0.333,0.379,1,1,1,8,23,31,3,2,2,5,12,23
2010,Carmelo Anthony,SF,25,DEN,6,6,254,64,138,0.464,6,19,0.316,58,119,0.487,0.486,50,57,0.877,14,37,51,20,12,3,21,26,184
2010,Joel Anthony,C,27,MIA,5,0,79,5,7,0.714,0,0,0,5,7,0.714,0.714,3,4,0.75,6,3,9,1,2,5,1,9,13
2010,Carlos Arroyo,PG,30,MIA,5,5,115,12,26,0.462,0,1,0,12,25,0.48,0.462,2,2,1,2,7,9,11,3,0,3,9,26
2010,D.J. Augustin,PG,22,CHA,4,0,73,5,17,0.294,2,6,0.333,3,11,0.273,0.353,5,6,0.833,1,3,4,7,1,1,4,4,17
2010,Jeff Ayres,C,22,POR,3,0,17,2,4,0.5,0,0,0,2,4,0.5,0.5,3,4,0.75,2,0,2,0,2,3,1,1,7
2010,Leandro Barbosa,PG,27,PHO,16,0,250,43,103,0.417,12,35,0.343,31,68,0.456,0.476,17,24,0.708,2,19,21,20,5,2,15,33,115
2010,J.J. Barea,PG,25,DAL,6,0,105,15,37,0.405,4,10,0.4,11,27,0.407,0.459,1,3,0.333,4,8,12,15,2,1,10,13,35
2010,Matt Barnes,SF,29,ORL,14,14,326,30,75,0.4,12,32,0.375,18,43,0.419,0.48,17,20,0.85,16,50,66,19,10,3,10,28,89
2010,Brandon Bass,PF,24,ORL,7,0,42,7,13,0.538,0,0,0,7,13,0.538,0.538,5,6,0.833,2,6,8,1,0,0,1,2,19
2010,Nicolas Batum,SF,21,POR,6,6,139,17,37,0.459,9,21,0.429,8,16,0.5,0.581,6,8,0.75,4,15,19,5,2,0,4,13,49
2010,Jerryd Bayless,SG,21,POR,6,2,166,28,65,0.431,6,15,0.4,22,50,0.44,0.477,19,24,0.792,4,12,16,23,2,0,8,21,81
2010,Michael Beasley,PF,21,MIA,5,5,135,22,49,0.449,1,2,0.5,21,47,0.447,0.459,7,9,0.778,10,19,29,3,4,0,13,10,52
2010,Rodrigue Beaubois,PG,21,DAL,4,0,31,9,19,0.474,2,6,0.333,7,13,0.538,0.526,1,3,0.333,2,4,6,4,0,0,3,5,21
2010,Charlie Bell,SG,30,MIL,3,0,8,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2010,Mike Bibby,PG,31,ATL,11,11,292,36,80,0.45,14,34,0.412,22,46,0.478,0.538,7,10,0.7,5,23,28,28,9,0,12,26,93
2010,Chauncey Billups,PG,33,DEN,6,6,207,37,83,0.446,11,31,0.355,26,52,0.5,0.512,37,42,0.881,1,13,14,38,6,3,18,24,122
2010,DeJuan Blair,PF,20,SAS,10,0,91,16,32,0.5,0,0,0,16,32,0.5,0.5,5,9,0.556,19,20,39,5,5,4,2,18,37
2010,Keith Bogans,SF,29,SAS,8,0,55,2,10,0.2,1,6,0.167,1,4,0.25,0.25,0,0,0,1,5,6,2,2,1,2,9,5
2010,Matt Bonner,PF,29,SAS,10,0,173,19,44,0.432,10,27,0.37,9,17,0.529,0.545,2,2,1,7,25,32,4,1,3,7,22,50
2010,Carlos Boozer,PF,28,UTA,10,10,402,89,168,0.53,0,0,0,89,168,0.53,0.53,19,35,0.543,33,99,132,30,4,7,24,38,197
2010,Primoz Brezec,C,30,MIL,4,0,25,4,7,0.571,0,0,0,4,7,0.571,0.571,1,2,0.5,1,2,3,0,1,0,0,5,9
2010,Derrick Brown,SF,22,CHA,2,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2010,Devin Brown,SG,31,CHI,1,0,2,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,2
2010,Shannon Brown,SG,24,LAL,23,0,324,42,107,0.393,9,32,0.281,33,75,0.44,0.435,20,28,0.714,7,22,29,20,10,7,13,37,113
2010,Kobe Bryant,SG,31,LAL,23,23,923,234,511,0.458,49,131,0.374,185,380,0.487,0.506,154,183,0.842,26,112,138,126,31,16,79,75,671
2010,Caron Butler,SG,29,DAL,6,6,202,43,99,0.434,7,23,0.304,36,76,0.474,0.47,25,27,0.926,3,32,35,8,9,5,15,16,118
2010,Andrew Bynum,C,22,LAL,23,23,561,80,149,0.537,0,0,0,80,149,0.537,0.537,38,56,0.679,59,100,159,12,6,36,21,61,198
2010,Marcus Camby,C,35,POR,6,6,178,16,38,0.421,0,1,0,16,37,0.432,0.421,3,6,0.5,16,44,60,14,4,7,3,18,35
2010,Matt Carroll,SG,29,DAL,1,0,5,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2
2010,Anthony Carter,PG,34,DEN,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2010,Vince Carter,SG,33,ORL,14,14,480,74,184,0.402,12,51,0.235,62,133,0.466,0.435,57,69,0.826,9,50,59,32,12,3,22,50,217
2010,Mario Chalmers,PG,23,MIA,5,0,131,18,40,0.45,7,20,0.35,11,20,0.55,0.538,11,13,0.846,1,8,9,13,3,0,12,18,54
2010,Tyson Chandler,C,27,CHA,4,0,60,6,11,0.545,0,0,0,6,11,0.545,0.545,2,3,0.667,3,7,10,2,2,3,4,16,14
2010,Earl Clark,PF,22,PHO,3,0,13,1,3,0.333,0,0,0,1,3,0.333,0.333,2,2,1,0,2,2,1,1,0,2,1,4
2010,Jarron Collins,C,31,PHO,11,10,115,5,15,0.333,0,0,0,5,15,0.333,0.333,2,2,1,9,8,17,0,1,1,3,22,12
2010,Jason Collins,C,31,ATL,3,0,10,3,5,0.6,0,0,0,3,5,0.6,0.6,0,0,0,3,2,5,0,0,0,1,7,6
2010,Nick Collison,C,29,OKC,6,0,129,8,24,0.333,0,1,0,8,23,0.348,0.333,3,7,0.429,12,16,28,2,5,1,4,20,19
2010,Jamal Crawford,SG,29,ATL,11,0,351,56,154,0.364,18,50,0.36,38,104,0.365,0.422,49,58,0.845,1,29,30,30,9,1,20,26,179
2010,Dante Cunningham,PF,22,POR,5,0,42,9,15,0.6,0,1,0,9,14,0.643,0.6,5,6,0.833,5,8,13,0,5,0,3,10,23
2010,Erick Dampier,C,34,DAL,5,4,118,0,8,0,0,0,0,0,8,0,0,5,12,0.417,18,15,33,3,1,5,6,19,5
2010,Marquis Daniels,SF,29,BOS,11,0,37,5,13,0.385,1,2,0.5,4,11,0.364,0.423,6,6,1,5,5,10,1,0,0,3,4,17
2010,Glen Davis,PF,24,BOS,24,1,483,59,124,0.476,0,3,0,59,121,0.488,0.476,57,79,0.722,39,70,109,10,19,9,22,54,175
2010,Carlos Delfino,SF,27,MIL,7,7,226,26,73,0.356,15,37,0.405,11,36,0.306,0.459,3,4,0.75,3,25,28,18,5,2,12,14,70
2010,Luol Deng,SF,24,CHI,5,5,203,37,80,0.463,1,12,0.083,36,68,0.529,0.469,19,26,0.731,8,17,25,7,6,4,3,15,94
2010,Boris Diaw,PF,27,CHA,4,4,152,14,28,0.5,1,9,0.111,13,19,0.684,0.518,1,2,0.5,7,13,20,16,1,3,12,11,30
2010,Travis Diener,PG,27,POR,2,0,7,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0
2010,Goran Dragic,PG,23,PHO,16,0,237,43,100,0.43,13,40,0.325,30,60,0.5,0.495,23,31,0.742,10,19,29,36,4,1,16,18,122
2010,Jared Dudley,SF,24,PHO,16,0,377,40,86,0.465,25,59,0.424,15,27,0.556,0.61,17,28,0.607,15,45,60,28,18,6,9,37,122
