Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,Fred Jones,SG,24,IND,14,0,263,25,51,0.49,11,22,0.5,14,29,0.483,0.598,5,7,0.714,3,30,33,16,7,7,9,31,66
2004,Jumaine Jones,SG,24,BOS,2,0,28,2,6,0.333,0,2,0,2,4,0.5,0.333,0,0,,1,4,5,2,0,0,0,4,4
2004,Jason Kidd*,PG,30,NJN,11,11,474,43,129,0.333,10,48,0.208,33,81,0.407,0.372,43,53,0.811,16,57,73,99,25,6,43,15,139
2004,Kerry Kittles,SG,29,NJN,11,11,415,60,134,0.448,17,52,0.327,43,82,0.524,0.511,21,34,0.618,10,37,47,23,22,10,11,28,158
2004,Brevin Knight,PG,28,MIL,5,0,101,6,23,0.261,0,0,,6,23,0.261,0.261,9,11,0.818,3,8,11,17,14,1,7,12,21
2004,Toni Kukoc,PF,35,MIL,5,0,105,17,34,0.5,4,12,0.333,13,22,0.591,0.559,4,8,0.5,4,10,14,4,3,2,6,11,42
2004,Voshon Lenard,SG,30,DEN,5,5,161,32,75,0.427,11,24,0.458,21,51,0.412,0.5,10,14,0.714,4,9,13,12,4,0,9,13,85
2004,George Lynch,SF,33,NOH,7,7,147,25,57,0.439,3,12,0.25,22,45,0.489,0.465,5,8,0.625,13,24,37,12,3,3,7,15,58
2004,Mark Madsen,C,28,MIN,17,0,222,17,32,0.531,0,0,,17,32,0.531,0.531,13,29,0.448,28,30,58,2,5,4,7,43,47
2004,Jamaal Magloire,C,25,NOH,7,7,239,28,67,0.418,0,1,0,28,66,0.424,0.418,21,28,0.75,16,48,64,5,3,7,11,22,77
2004,Karl Malone*,PF,40,LAL,21,21,798,98,218,0.45,0,1,0,98,217,0.452,0.45,46,73,0.63,37,148,185,72,24,2,47,65,242
2004,Stephon Marbury,PG,26,NYK,4,4,174,31,83,0.373,6,20,0.3,25,63,0.397,0.41,17,25,0.68,5,12,17,26,7,0,14,9,85
2004,Darrick Martin,PG,32,MIN,16,3,182,14,51,0.275,6,20,0.3,8,31,0.258,0.333,16,20,0.8,5,9,14,23,4,0,8,17,50
2004,Kenyon Martin,PF,26,NJN,11,11,409,81,152,0.533,0,4,0,81,148,0.547,0.533,48,64,0.75,25,96,121,12,13,14,32,50,210
2004,Desmond Mason,SF,26,MIL,5,5,198,25,74,0.338,0,2,0,25,72,0.347,0.338,22,26,0.846,4,20,24,12,4,2,12,16,72
2004,Walter McCarty,PF,29,BOS,4,4,127,11,23,0.478,6,15,0.4,5,8,0.625,0.609,0,0,,3,18,21,8,2,2,4,7,28
2004,Stanislav Medvedenko,PF,24,LAL,21,1,237,33,75,0.44,0,0,,33,75,0.44,0.44,17,21,0.81,23,30,53,10,4,4,5,50,83
2004,Chris Mihm,C,24,BOS,4,0,65,7,22,0.318,0,0,,7,22,0.318,0.318,6,10,0.6,8,10,18,0,4,4,3,12,20
2004,Darko Milicic,C,18,DET,8,0,14,0,4,0,0,0,,0,4,0,0,1,4,0.25,1,2,3,1,1,0,3,1,1
2004,Andre Miller,PG,27,DEN,5,5,174,34,72,0.472,0,2,0,34,70,0.486,0.472,9,11,0.818,15,8,23,16,8,0,10,16,77
2004,Brad Miller,PF,27,SAC,12,0,366,48,91,0.527,1,7,0.143,47,84,0.56,0.533,29,48,0.604,30,74,104,38,9,11,20,46,126
2004,Mike Miller,SF,23,MEM,4,4,98,12,34,0.353,5,13,0.385,7,21,0.333,0.426,1,3,0.333,0,12,12,3,5,0,5,4,30
2004,Oliver Miller,C,33,MIN,8,0,31,1,4,0.25,0,0,,1,4,0.25,0.25,1,2,0.5,0,5,5,1,0,3,3,13,3
2004,Reggie Miller*,SG,38,IND,16,16,455,45,112,0.402,24,64,0.375,21,48,0.438,0.509,47,51,0.922,3,34,37,45,18,3,28,23,161
2004,Yao Ming*,C,23,HOU,5,5,185,31,68,0.456,0,0,,31,68,0.456,0.456,13,17,0.765,11,26,37,9,2,7,13,20,75
2004,Cuttino Mobley,SG,28,HOU,5,5,210,29,75,0.387,6,21,0.286,23,54,0.426,0.427,8,10,0.8,5,19,24,14,3,3,18,14,72
2004,Nazr Mohammed,C,26,NYK,4,4,97,15,30,0.5,0,0,,15,30,0.5,0.5,11,16,0.688,10,13,23,1,6,3,7,18,41
2004,Dikembe Mutombo*,C,37,NYK,3,0,38,2,6,0.333,0,0,,2,6,0.333,0.333,3,3,1,4,6,10,0,1,4,3,6,7
2004,Bostjan Nachbar,SF,23,HOU,5,0,41,4,9,0.444,1,3,0.333,3,6,0.5,0.5,5,5,1,1,5,6,2,1,0,2,9,14
2004,Eduardo Najera,SF,27,DAL,5,0,57,5,11,0.455,0,0,,5,11,0.455,0.455,2,2,1,10,7,17,3,3,2,2,12,12
2004,Steve Nash*,PG,29,DAL,5,5,197,27,70,0.386,6,16,0.375,21,54,0.389,0.429,8,9,0.889,6,20,26,45,4,0,12,14,68
2004,Rasho Nesterovic,C,27,SAS,10,10,261,29,67,0.433,0,1,0,29,66,0.439,0.433,1,6,0.167,21,34,55,10,3,11,8,38,59
2004,Dirk Nowitzki,C,25,DAL,5,5,212,45,100,0.45,7,15,0.467,38,85,0.447,0.485,36,42,0.857,13,46,59,7,7,13,6,16,133
2004,Jermaine O'Neal,PF,25,IND,16,16,604,115,272,0.423,0,4,0,115,268,0.429,0.423,77,110,0.7,29,117,146,19,8,36,29,53,307
2004,Shaquille O'Neal*,C,31,LAL,22,22,917,182,307,0.593,0,0,,182,307,0.593,0.593,109,254,0.429,91,200,291,55,7,61,55,90,473
2004,Lamar Odom,PF,24,MIA,13,13,512,81,182,0.445,8,26,0.308,73,156,0.468,0.467,49,72,0.681,32,76,108,37,15,10,42,58,219
2004,Mehmet Okur,PF,24,DET,22,0,252,31,66,0.47,2,5,0.4,29,61,0.475,0.485,18,26,0.692,16,45,61,8,5,9,15,20,82
2004,Michael Olowokandi,C,28,MIN,15,2,224,12,37,0.324,0,1,0,12,36,0.333,0.324,7,8,0.875,16,36,52,2,2,11,17,50,31
2004,Bo Outlaw,PF,32,MEM,4,0,61,0,7,0,0,0,,0,7,0,0,2,4,0.5,1,3,4,6,2,2,3,9,2
2004,Scott Padgett,PF,27,HOU,4,0,14,2,5,0.4,1,3,0.333,1,2,0.5,0.5,0,0,,1,2,3,0,1,1,1,1,5
2004,Tony Parker,PG,21,SAS,10,10,386,72,168,0.429,17,43,0.395,55,125,0.44,0.479,23,35,0.657,5,16,21,70,13,1,31,15,184
2004,Gary Payton*,PG,35,LAL,22,22,772,68,186,0.366,14,56,0.25,54,130,0.415,0.403,21,28,0.75,19,53,72,116,23,4,28,60,171
2004,Anthony Peeler,SG,34,SAC,11,0,236,19,63,0.302,7,26,0.269,12,37,0.324,0.357,5,6,0.833,7,28,35,15,14,2,14,19,50
2004,Eric Piatkowski,SF,33,HOU,1,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,1,0
2004,Paul Pierce,SG,26,BOS,4,4,162,26,76,0.342,5,17,0.294,21,59,0.356,0.375,26,31,0.839,6,29,35,10,5,4,25,12,83
2004,Zoran Planinic,SG,21,NJN,6,0,15,0,2,0,0,1,0,0,1,0,0,1,2,0.5,0,1,1,2,0,0,2,2,1
2004,Scot Pollard,C,28,IND,3,0,13,0,2,0,0,0,,0,2,0,0,2,4,0.5,1,3,4,0,1,0,0,2,2
2004,James Posey,SG,27,MEM,4,4,130,15,37,0.405,1,6,0.167,14,31,0.452,0.419,19,21,0.905,8,14,22,4,9,2,6,13,50
2004,Tayshaun Prince,SF,23,DET,23,23,795,87,212,0.41,13,49,0.265,74,163,0.454,0.441,41,55,0.745,41,96,137,53,25,31,19,61,228
2004,Michael Redd,SG,24,MIL,5,5,192,34,83,0.41,6,20,0.3,28,63,0.444,0.446,16,21,0.762,6,19,25,13,0,0,19,16,90
2004,Rodney Rogers,PF,32,NJN,11,0,228,23,72,0.319,5,22,0.227,18,50,0.36,0.354,16,20,0.8,9,46,55,12,6,3,17,31,67
2004,Malik Rose,PF,29,SAS,7,0,58,4,16,0.25,0,2,0,4,14,0.286,0.25,2,4,0.5,12,5,17,6,4,2,8,6,10
2004,Kareem Rush,SG,23,LAL,22,0,315,30,78,0.385,20,50,0.4,10,28,0.357,0.513,2,3,0.667,0,16,16,17,10,3,14,33,82
2004,Bryon Russell,SF,33,LAL,6,0,16,0,3,0,0,2,0,0,1,0,0,0,0,,1,0,1,2,1,0,0,2,0
2004,Daniel Santiago,C,27,MIL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
2004,Brian Scalabrine,PF,25,NJN,9,0,73,11,17,0.647,5,6,0.833,6,11,0.545,0.794,3,6,0.5,7,5,12,1,3,0,4,15,30
2004,Brian Skinner,C,27,MIL,5,3,94,11,21,0.524,0,0,,11,21,0.524,0.524,5,12,0.417,8,14,22,0,1,3,7,8,27
2004,Tamar Slay,SG,23,NJN,6,0,12,1,5,0.2,0,1,0,1,4,0.25,0.2,2,2,1,0,2,2,0,1,0,0,0,4
2004,Jabari Smith,C,26,SAC,4,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,3,4,0.75,1,2,3,0,0,1,0,2,5
2004,Joe Smith,PF,28,MIL,5,5,175,27,55,0.491,0,1,0,27,54,0.5,0.491,12,13,0.923,23,27,50,2,4,10,6,15,66
2004,Steve Smith,SG,34,NOH,5,0,46,12,26,0.462,6,11,0.545,6,15,0.4,0.577,2,3,0.667,2,6,8,1,0,0,3,5,32
2004,Darius Songaila,PF,25,SAC,7,0,85,10,16,0.625,0,0,,10,16,0.625,0.625,6,6,1,6,7,13,2,0,1,5,14,26
2004,Latrell Sprewell,SF,33,MIN,18,18,771,130,309,0.421,37,96,0.385,93,213,0.437,0.481,60,77,0.779,11,68,79,72,29,12,47,35,357
2004,Michael Stewart,C,28,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0
2004,Peja Stojakovic,SF,26,SAC,12,12,517,76,198,0.384,23,73,0.315,53,125,0.424,0.442,35,39,0.897,15,69,84,18,22,3,14,26,210
2004,Erick Strickland,PG,30,MIL,3,0,41,5,12,0.417,0,5,0,5,7,0.714,0.417,4,4,1,0,5,5,9,2,0,3,3,14
2004,Mike Sweetney,PF,21,NYK,4,0,57,6,11,0.545,0,0,,6,11,0.545,0.545,4,6,0.667,4,6,10,0,0,1,0,7,16
2004,Stromile Swift,PF,24,MEM,4,0,74,9,26,0.346,0,0,,9,26,0.346,0.346,6,8,0.75,6,13,19,3,3,6,3,6,24
2004,Wally Szczerbiak,SF,26,MIN,12,0,298,47,112,0.42,10,29,0.345,37,83,0.446,0.464,38,41,0.927,9,30,39,20,6,2,24,31,142
2004,Maurice Taylor,PF,27,HOU,5,0,115,18,38,0.474,0,0,,18,38,0.474,0.474,13,17,0.765,5,11,16,5,0,1,7,20,49
2004,Kurt Thomas,PF,31,NYK,4,4,139,21,49,0.429,0,0,,21,49,0.429,0.429,9,12,0.75,9,37,46,6,7,3,10,17,51
2004,Tim Thomas,SF,26,NYK,1,1,22,4,10,0.4,0,1,0,4,9,0.444,0.4,4,5,0.8,1,4,5,3,0,0,2,5,12
2004,Jamaal Tinsley,PG,25,IND,16,16,422,49,123,0.398,16,54,0.296,33,69,0.478,0.463,15,16,0.938,6,40,46,80,28,3,31,56,129
2004,Robert Traylor,C,26,NOH,4,0,40,4,9,0.444,0,0,,4,9,0.444,0.444,2,3,0.667,1,9,10,1,3,1,2,8,10
2004,Gary Trent,C,29,MIN,13,0,71,8,25,0.32,0,2,0,8,23,0.348,0.32,5,8,0.625,6,6,12,2,0,0,3,11,21
2004,Jake Tsakalidis,C,24,MEM,1,0,3,0,0,,0,0,,0,0,,,2,2,1,0,0,0,0,0,0,3,0,2
2004,Hedo Turkoglu,SF,24,SAS,10,10,271,26,81,0.321,14,42,0.333,12,39,0.308,0.407,11,18,0.611,5,40,45,15,9,1,16,20,77
2004,Keith Van Horn,SF,28,MIL,5,2,137,16,48,0.333,4,11,0.364,12,37,0.324,0.375,4,6,0.667,5,18,23,7,7,3,10,15,40
2004,Dwyane Wade,PG,22,MIA,13,13,510,86,189,0.455,3,8,0.375,83,181,0.459,0.463,59,75,0.787,16,36,52,73,17,4,54,45,234
2004,Antoine Walker,PF,27,DAL,5,5,140,22,61,0.361,1,10,0.1,21,51,0.412,0.369,4,7,0.571,23,27,50,12,6,3,9,13,49
2004,Samaki Walker,PF,27,MIA,4,0,11,0,2,0,0,0,,0,2,0,0,0,0,,0,1,1,0,0,0,0,2,0
2004,Ben Wallace,C,29,DET,23,23,924,93,205,0.454,0,3,0,93,202,0.46,0.454,50,117,0.427,95,233,328,44,44,56,37,58,236
2004,Gerald Wallace,SF,21,SAC,3,0,20,3,6,0.5,0,0,,3,6,0.5,0.5,1,2,0.5,0,2,2,1,1,1,3,4,7
2004,Rasheed Wallace,PF,29,DET,23,23,803,118,286,0.413,17,70,0.243,101,216,0.468,0.442,46,60,0.767,47,132,179,37,13,45,43,78,299
2004,Luke Walton,PF,23,LAL,17,0,134,10,29,0.345,5,13,0.385,5,16,0.313,0.431,7,10,0.7,5,17,22,26,7,2,14,24,32
2004,Charlie Ward,PG,33,SAS,5,0,13,4,6,0.667,3,3,1,1,3,0.333,0.917,0,0,,0,0,0,1,2,0,2,2,11
2004,Earl Watson,PG,24,MEM,4,0,62,8,15,0.533,0,3,0,8,12,0.667,0.533,3,3,1,4,5,9,7,5,0,6,8,19
2004,Clarence Weatherspoon,PF,33,HOU,2,0,22,2,5,0.4,0,0,,2,5,0.4,0.4,3,6,0.5,2,2,4,0,0,0,0,3,7
2004,Chris Webber,PF,30,SAC,12,12,446,90,199,0.452,1,4,0.25,89,195,0.456,0.455,40,65,0.615,24,75,99,44,16,10,38,34,221
2004,Bonzi Wells,SG,27,MEM,4,0,94,19,37,0.514,0,1,0,19,36,0.528,0.514,9,14,0.643,2,10,12,4,4,1,9,8,47
2004,Jiri Welsch,SG,24,BOS,4,4,104,11,23,0.478,1,4,0.25,10,19,0.526,0.5,9,9,1,0,12,12,9,2,0,8,7,32
2004,David Wesley,SG,33,NOH,7,7,243,24,74,0.324,11,30,0.367,13,44,0.295,0.399,15,21,0.714,1,15,16,17,5,0,16,21,74
2004,David West,PF,23,NOH,7,0,111,15,28,0.536,0,0,,15,28,0.536,0.536,11,13,0.846,8,22,30,8,2,4,7,10,41
2004,Rodney White,SF,23,DEN,4,0,26,4,15,0.267,0,3,0,4,12,0.333,0.267,0,0,,1,4,5,0,2,0,2,3,8
2004,Mike Wilks,PG,24,HOU,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,0,0
2004,Aaron Williams,C,32,NJN,11,0,149,18,33,0.545,0,0,,18,33,0.545,0.545,6,10,0.6,7,15,22,4,0,7,15,41,42
2004,Frank Williams,PG,23,NYK,4,0,74,6,22,0.273,4,13,0.308,2,9,0.222,0.364,3,5,0.6,1,1,2,5,3,0,4,13,19
2004,Jason Williams,PG,28,MEM,4,4,130,15,46,0.326,6,21,0.286,9,25,0.36,0.391,7,7,1,1,8,9,18,2,0,7,10,43
2004,Scott Williams,C,35,DAL,3,0,11,0,4,0,0,0,,0,4,0,0,0,0,,2,2,4,0,0,1,0,3,0
2004,Shammond Williams,PG,28,NOH,3,0,18,2,5,0.4,0,1,0,2,4,0.5,0.4,3,4,0.75,0,0,0,4,1,0,4,5,7
2004,Corliss Williamson,PF,30,DET,22,0,327,44,121,0.364,0,1,0,44,120,0.367,0.364,38,47,0.809,20,29,49,15,6,3,24,59,126
2004,Kevin Willis,C,41,SAS,7,0,25,3,8,0.375,0,1,0,3,7,0.429,0.375,0,1,0,0,6,6,0,1,0,0,5,6
2004,Loren Woods,C,25,MIA,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
2004,Metta World Peace,SF,24,IND,15,15,584,98,259,0.378,19,66,0.288,79,193,0.409,0.415,61,85,0.718,24,74,98,48,21,16,37,45,276
2004,Lorenzen Wright,C,28,MEM,4,4,100,10,23,0.435,0,0,,10,23,0.435,0.435,2,6,0.333,5,12,17,2,4,2,5,15,22
2004,Wang Zhizhi,C,26,MIA,3,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,1,0
2005,Ray Allen*,SG,29,SEA,11,11,436,102,215,0.474,31,82,0.378,71,133,0.534,0.547,56,63,0.889,12,35,47,43,14,4,34,22,291
2005,Tony Allen,SG,23,BOS,7,3,90,8,18,0.444,0,0,,8,18,0.444,0.444,3,7,0.429,4,8,12,2,3,2,5,17,19
2005,Shandon Anderson,SF,31,MIA,8,0,97,3,12,0.25,0,1,0,3,11,0.273,0.25,2,2,1,3,16,19,8,5,0,6,10,8
2005,Carmelo Anthony,SF,20,DEN,5,5,180,35,83,0.422,0,1,0,35,82,0.427,0.422,26,32,0.813,14,13,27,10,3,1,13,20,96
2005,Gilbert Arenas,PG,23,WAS,10,10,450,73,194,0.376,18,77,0.234,55,117,0.47,0.423,72,94,0.766,8,44,52,62,21,6,39,34,236
2005,Darrell Armstrong,PG,36,DAL,9,0,66,8,16,0.5,2,8,0.25,6,8,0.75,0.563,0,0,,3,1,4,9,3,2,2,9,18
2005,Carlos Arroyo,PG,25,DET,19,0,150,16,45,0.356,0,1,0,16,44,0.364,0.356,8,12,0.667,1,9,10,39,4,2,10,19,40
2005,Marcus Banks,PG,23,BOS,7,0,106,13,29,0.448,3,6,0.5,10,23,0.435,0.5,3,6,0.5,1,10,11,7,4,0,6,16,32
2005,Leandro Barbosa,PG,22,PHO,12,0,116,12,35,0.343,4,10,0.4,8,25,0.32,0.4,2,4,0.5,5,12,17,12,3,0,5,8,30
2005,Brent Barry,SG,33,SAS,23,8,555,48,105,0.457,28,66,0.424,20,39,0.513,0.59,17,21,0.81,13,43,56,44,15,4,27,44,141
2005,Jon Barry,SG,35,HOU,7,0,183,21,48,0.438,11,23,0.478,10,25,0.4,0.552,7,8,0.875,1,28,29,9,5,0,6,13,60
2005,Shane Battier,SG,26,MEM,4,4,119,13,31,0.419,1,7,0.143,12,24,0.5,0.435,2,5,0.4,10,17,27,6,2,4,4,14,29
2005,Travis Best,PG,32,NJN,4,0,82,9,22,0.409,1,9,0.111,8,13,0.615,0.432,8,9,0.889,2,4,6,9,1,0,3,9,27
2005,Mike Bibby,PG,26,SAC,5,5,200,36,92,0.391,5,23,0.217,31,69,0.449,0.418,21,27,0.778,5,17,22,33,7,2,13,11,98
2005,Chauncey Billups,PG,28,DET,25,25,985,145,339,0.428,44,126,0.349,101,213,0.474,0.493,133,149,0.893,23,85,108,162,25,5,49,71,467
2005,Steve Blake,PG,24,WAS,4,0,17,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,,0,3,3,2,0,0,1,3,2
2005,Mark Blount,C,29,BOS,4,0,43,4,14,0.286,0,0,,4,14,0.286,0.286,0,2,0,3,3,6,1,0,0,5,6,8
2005,Bruce Bowen,SF,33,SAS,23,23,814,46,128,0.359,29,67,0.433,17,61,0.279,0.473,11,17,0.647,9,57,66,36,11,13,15,77,132
2005,Ryan Bowen,SF,29,HOU,7,3,125,8,25,0.32,0,0,,8,25,0.32,0.32,2,3,0.667,7,7,14,6,6,0,6,23,18
2005,Earl Boykins,PG,28,DEN,5,1,152,27,68,0.397,0,7,0,27,61,0.443,0.397,17,19,0.895,2,3,5,19,4,1,9,13,71
2005,Shawn Bradley,C,32,DAL,7,0,27,4,6,0.667,0,0,,4,6,0.667,0.667,1,2,0.5,4,2,6,0,0,2,0,7,9
2005,Devin Brown,SG,26,SAS,12,0,60,7,20,0.35,3,7,0.429,4,13,0.308,0.425,4,7,0.571,1,6,7,3,1,0,1,3,21
2005,Kwame Brown,PF,22,WAS,3,0,60,5,13,0.385,0,0,,5,13,0.385,0.385,5,9,0.556,4,11,15,3,0,2,2,5,15
2005,Greg Buckner,SG,28,DEN,5,2,100,4,18,0.222,2,9,0.222,2,9,0.222,0.278,0,0,,1,15,16,5,2,1,3,14,10
2005,Rodney Buford,SF,27,NJN,3,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
2005,Antonio Burks,PG,24,MEM,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
2005,Rasual Butler,SF,25,MIA,12,1,182,22,59,0.373,11,30,0.367,11,29,0.379,0.466,1,3,0.333,1,17,18,7,1,1,2,21,56
2005,Marcus Camby,C,30,DEN,5,5,184,17,41,0.415,0,0,,17,41,0.415,0.415,17,27,0.63,4,52,56,9,3,16,11,18,51
2005,Elden Campbell,C,36,DET,10,0,57,4,13,0.308,0,0,,4,13,0.308,0.308,4,8,0.5,3,15,18,5,2,0,4,13,12
2005,Brian Cardinal,PF,27,MEM,4,0,78,9,23,0.391,0,4,0,9,19,0.474,0.391,8,11,0.727,2,10,12,2,3,0,1,11,26
2005,Vince Carter,SF,28,NJN,4,4,179,35,96,0.365,6,19,0.316,29,77,0.377,0.396,31,36,0.861,9,25,34,23,9,0,15,17,107
2005,Tyson Chandler,C,22,CHI,6,0,172,19,40,0.475,0,0,,19,40,0.475,0.475,32,46,0.696,29,29,58,8,1,13,8,27,70
2005,Jason Collins,C,26,NJN,4,4,128,4,17,0.235,0,0,,4,17,0.235,0.235,3,8,0.375,9,17,26,1,2,0,5,19,11
2005,Nick Collison,C,24,SEA,11,0,218,37,61,0.607,1,1,1,36,60,0.6,0.615,17,27,0.63,22,33,55,5,3,5,6,40,92
2005,Austin Croshere,PF,29,IND,10,0,88,4,10,0.4,2,4,0.5,2,6,0.333,0.5,15,18,0.833,7,10,17,0,4,1,6,10,25
2005,Samuel Dalembert,C,23,PHI,5,5,192,26,47,0.553,0,0,,26,47,0.553,0.553,6,15,0.4,18,46,64,2,2,7,9,19,58
2005,Erick Dampier,C,29,DAL,13,13,308,40,67,0.597,0,1,0,40,66,0.606,0.597,11,28,0.393,51,46,97,7,7,18,12,54,91
2005,Antonio Daniels,PG,29,SEA,11,3,331,44,94,0.468,4,14,0.286,40,80,0.5,0.489,60,70,0.857,4,27,31,49,11,0,11,13,152
2005,Marquis Daniels,SG,24,DAL,11,0,165,26,60,0.433,1,6,0.167,25,54,0.463,0.442,19,27,0.704,15,19,34,14,6,3,13,15,72
2005,Antonio Davis,PF,36,CHI,6,6,175,20,46,0.435,0,0,,20,46,0.435,0.435,17,23,0.739,17,24,41,11,4,4,9,25,57
2005,Dale Davis,C,35,IND,13,13,311,26,58,0.448,0,0,,26,58,0.448,0.448,17,25,0.68,37,44,81,5,9,6,9,35,69
2005,Josh Davis,PF,24,PHI,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,1,0
2005,Ricky Davis,SG,25,BOS,7,2,240,32,74,0.432,3,9,0.333,29,65,0.446,0.453,20,26,0.769,5,20,25,14,9,2,21,23,87
2005,Juan Dixon,SG,26,WAS,10,0,219,41,101,0.406,11,34,0.324,30,67,0.448,0.46,21,25,0.84,3,23,26,13,7,0,12,19,114
2005,Michael Doleac,C,27,MIA,9,0,65,7,16,0.438,0,0,,7,16,0.438,0.438,2,2,1,2,12,14,0,1,1,3,13,16
2005,Keyon Dooling,PG,24,MIA,15,0,264,43,87,0.494,7,19,0.368,36,68,0.529,0.534,17,21,0.81,1,15,16,25,6,1,14,34,110
2005,Chris Duhon,PG,22,CHI,6,5,159,11,37,0.297,6,22,0.273,5,15,0.333,0.378,9,11,0.818,6,20,26,21,2,0,12,6,37
2005,Tim Duncan,PF,28,SAS,23,23,869,197,425,0.464,1,5,0.2,196,420,0.467,0.465,147,205,0.717,87,199,286,63,8,52,62,66,542
2005,Ronald Dupree,SF,24,DET,14,0,38,2,7,0.286,0,0,,2,7,0.286,0.286,0,0,,2,4,6,0,0,0,1,6,4
2005,Francisco Elson,C,28,DEN,1,0,6,0,1,0,0,0,,0,1,0,0,0,0,,0,3,3,0,0,0,0,0,0
2005,Maurice Evans,SG,26,SAC,3,0,56,6,10,0.6,2,4,0.5,4,6,0.667,0.7,4,5,0.8,2,5,7,3,2,0,0,6,18
2005,Reggie Evans,PF,24,SEA,11,11,208,15,37,0.405,0,0,,15,37,0.405,0.405,11,21,0.524,27,54,81,5,5,3,11,32,41
2005,Michael Finley,SG,31,DAL,13,13,491,65,153,0.425,24,61,0.393,41,92,0.446,0.503,16,18,0.889,13,43,56,28,17,0,13,32,170
2005,Danny Fortson,C,28,SEA,11,0,105,12,21,0.571,0,0,,12,21,0.571,0.571,12,15,0.8,5,21,26,0,3,1,13,42,36
2005,Jeff Foster,C,28,IND,13,0,245,31,52,0.596,0,0,,31,52,0.596,0.596,15,21,0.714,46,50,96,5,6,12,8,27,77
2005,Lawrence Funderburke,PF,34,CHI,5,0,28,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,3,3,1,0,0,0,8,3
2005,Pau Gasol,PF,24,MEM,4,4,133,39,80,0.488,1,1,1,38,79,0.481,0.494,6,12,0.5,15,15,30,10,2,7,7,12,85
2005,Eddie Gill,PG,26,IND,7,0,45,5,16,0.313,1,6,0.167,4,10,0.4,0.344,13,15,0.867,0,4,4,5,1,0,3,0,24
2005,Manu Ginobili,SG,27,SAS,23,15,772,145,286,0.507,42,96,0.438,103,190,0.542,0.58,147,185,0.795,19,114,133,97,28,6,66,69,479
2005,Ben Gordon,SG,21,CHI,6,1,153,30,74,0.405,7,22,0.318,23,52,0.442,0.453,20,25,0.8,6,10,16,15,5,2,13,18,87
2005,Willie Green,SG,23,PHI,5,0,63,8,18,0.444,2,9,0.222,6,9,0.667,0.5,9,10,0.9,3,6,9,3,1,0,2,5,27
2005,Adrian Griffin,SF,30,CHI,5,0,86,15,29,0.517,0,0,,15,29,0.517,0.517,4,5,0.8,5,15,20,9,5,0,3,14,34
2005,Darvin Ham,SF,31,DET,14,0,24,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1,3,0,3,0,0,0,0,2,4
2005,Richard Hamilton,SG,26,DET,25,25,1079,198,437,0.453,10,34,0.294,188,403,0.467,0.465,95,119,0.798,30,78,108,107,21,3,78,79,501
2005,Othella Harrington,PF,31,CHI,6,6,103,21,42,0.5,0,0,,21,42,0.5,0.5,6,11,0.545,6,9,15,3,1,0,8,19,48
2005,Devin Harris,PG,21,DAL,9,0,80,7,16,0.438,2,6,0.333,5,10,0.5,0.5,6,9,0.667,0,11,11,11,4,1,10,5,22
2005,Udonis Haslem,PF,24,MIA,15,15,543,52,106,0.491,0,0,,52,106,0.491,0.491,34,46,0.739,38,112,150,15,8,6,18,48,138
2005,Brendan Haywood,C,25,WAS,10,10,296,39,72,0.542,0,0,,39,72,0.542,0.542,28,44,0.636,35,41,76,10,14,20,10,40,106
2005,Alan Henderson,PF,32,DAL,9,0,92,8,14,0.571,0,0,,8,14,0.571,0.571,2,2,1,11,6,17,0,2,2,2,15,18
2005,Nene Hilario,C,22,DEN,5,0,101,9,21,0.429,0,0,,9,21,0.429,0.429,15,23,0.652,9,16,25,2,2,2,5,16,33
2005,Kirk Hinrich,PG,24,CHI,6,6,213,45,100,0.45,17,33,0.515,28,67,0.418,0.535,20,29,0.69,4,18,22,35,12,4,14,18,127
2005,Robert Horry,PF,34,SAS,23,0,618,73,163,0.448,38,85,0.447,35,78,0.449,0.564,30,41,0.732,46,79,125,47,21,20,20,53,214
2005,Eddie House,PG,26,SAC,3,0,23,3,8,0.375,1,1,1,2,7,0.286,0.438,2,2,1,1,1,2,4,0,0,1,2,9
